Label,No,B4,B3,B2,B1,F1,F2,F3,F4,POSB4,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3,POSF4
0,28,低,国,有,资,产,价,码,，,a,n,v,n,n,n,n,x
1,29,国,有,资,产,价,码,，,缩,n,v,n,n,n,n,x,v
0,30,有,资,产,价,码,，,缩,小,v,n,n,n,n,x,v,a
1,31,资,产,价,码,，,缩,小,债,n,n,n,n,x,v,a,n
1,32,产,价,码,，,缩,小,债,权,n,n,n,x,v,a,n,n
0,33,价,码,，,缩,小,债,权,，,n,n,x,v,a,n,n,x
1,34,码,，,缩,小,债,权,，,扩,n,x,v,a,n,n,x,v
0,35,，,缩,小,债,权,，,扩,大,x,v,a,n,n,x,v,a
1,36,缩,小,债,权,，,扩,大,债,v,a,n,n,x,v,a,n
1,37,小,债,权,，,扩,大,债,务,a,n,n,x,v,a,n,d
0,38,债,权,，,扩,大,债,务,，,n,n,x,v,a,n,d,x
1,39,权,，,扩,大,债,务,，,或,n,x,v,a,n,d,x,c
0,40,，,扩,大,债,务,，,或,千,x,v,a,n,d,x,c,m
1,41,扩,大,债,务,，,或,千,方,v,a,n,d,x,c,m,n
1,42,大,债,务,，,或,千,方,百,a,n,d,x,c,m,n,n
1,43,债,务,，,或,千,方,百,计,n,d,x,c,m,n,n,n
0,44,务,，,或,千,方,百,计,地,d,x,c,m,n,n,n,uv
0,45,，,或,千,方,百,计,地,将,x,c,m,n,n,n,uv,d
0,46,或,千,方,百,计,地,将,有,c,m,n,n,n,uv,d,v
0,47,千,方,百,计,地,将,有,效,m,n,n,n,uv,d,v,n
1,48,方,百,计,地,将,有,效,资,n,n,n,uv,d,v,n,n
1,49,百,计,地,将,有,效,资,产,n,n,uv,d,v,n,n,n
0,50,计,地,将,有,效,资,产,折,n,uv,d,v,n,n,n,v
1,51,地,将,有,效,资,产,折,为,uv,d,v,n,n,n,v,p
0,52,将,有,效,资,产,折,为,无,d,v,n,n,n,v,p,v
1,53,有,效,资,产,折,为,无,效,v,n,n,n,v,p,v,n
1,54,效,资,产,折,为,无,效,资,n,n,n,v,p,v,n,n
1,55,资,产,折,为,无,效,资,产,n,n,v,p,v,n,n,n
0,56,产,折,为,无,效,资,产,私,n,v,p,v,n,n,n,ag
1,57,折,为,无,效,资,产,私,分,v,p,v,n,n,n,ag,v
0,58,为,无,效,资,产,私,分,、,p,v,n,n,n,ag,v,x
1,59,无,效,资,产,私,分,、,隐,v,n,n,n,ag,v,x,n
0,60,效,资,产,私,分,、,隐,匿,n,n,n,ag,v,x,n,vg
1,61,资,产,私,分,、,隐,匿,。,n,n,ag,v,x,n,vg,x
1,62,产,私,分,、,隐,匿,。,/s,n,ag,v,x,n,vg,x,NAN
0,63,私,分,、,隐,匿,。,/s,/s,ag,v,x,n,vg,x,NAN,NAN
1,64,分,、,隐,匿,。,/s,/s,/s,v,x,n,vg,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,毋,庸,讳,言,NAN,NAN,NAN,NAN,nr,a,zg,vg
0,1,/s,/s,/s,毋,庸,讳,言,，,NAN,NAN,NAN,nr,a,zg,vg,x
0,2,/s,/s,毋,庸,讳,言,，,由,NAN,NAN,nr,a,zg,vg,x,p
0,3,/s,毋,庸,讳,言,，,由,于,NAN,nr,a,zg,vg,x,p,p
1,4,毋,庸,讳,言,，,由,于,人,nr,a,zg,vg,x,p,p,n
1,5,庸,讳,言,，,由,于,人,们,a,zg,vg,x,p,p,n,k
0,6,讳,言,，,由,于,人,们,普,zg,vg,x,p,p,n,k,ad
1,7,言,，,由,于,人,们,普,遍,vg,x,p,p,n,k,ad,v
0,8,，,由,于,人,们,普,遍,存,x,p,p,n,k,ad,v,v
1,9,由,于,人,们,普,遍,存,在,p,p,n,k,ad,v,v,p
0,10,于,人,们,普,遍,存,在,改,p,n,k,ad,v,v,p,v
0,11,人,们,普,遍,存,在,改,制,n,k,ad,v,v,p,v,n
0,12,们,普,遍,存,在,改,制,的,k,ad,v,v,p,v,n,uj
1,13,普,遍,存,在,改,制,的,愿,ad,v,v,p,v,n,uj,v
0,14,遍,存,在,改,制,的,愿,望,v,v,p,v,n,uj,v,v
0,15,存,在,改,制,的,愿,望,，,v,p,v,n,uj,v,v,x
1,16,在,改,制,的,愿,望,，,为,p,v,n,uj,v,v,x,p
0,17,改,制,的,愿,望,，,为,了,v,n,uj,v,v,x,p,ul
1,18,制,的,愿,望,，,为,了,加,n,uj,v,v,x,p,ul,v
1,19,的,愿,望,，,为,了,加,大,uj,v,v,x,p,ul,v,a
1,20,愿,望,，,为,了,加,大,步,v,v,x,p,ul,v,a,n
1,21,望,，,为,了,加,大,步,伐,v,x,p,ul,v,a,n,v
0,22,，,为,了,加,大,步,伐,，,x,p,ul,v,a,n,v,x
1,23,为,了,加,大,步,伐,，,加,p,ul,v,a,n,v,x,v
0,24,了,加,大,步,伐,，,加,快,ul,v,a,n,v,x,v,a
1,25,加,大,步,伐,，,加,快,速,v,a,n,v,x,v,a,ng
1,26,大,步,伐,，,加,快,速,度,a,n,v,x,v,a,ng,zg
0,27,步,伐,，,加,快,速,度,，,n,v,x,v,a,ng,zg,x
0,28,伐,，,加,快,速,度,，,有,v,x,v,a,ng,zg,x,v
0,29,，,加,快,速,度,，,有,关,x,v,a,ng,zg,x,v,v
1,30,加,快,速,度,，,有,关,方,v,a,ng,zg,x,v,v,n
1,31,快,速,度,，,有,关,方,面,a,ng,zg,x,v,v,n,n
0,32,速,度,，,有,关,方,面,放,ng,zg,x,v,v,n,n,v
1,33,度,，,有,关,方,面,放,松,zg,x,v,v,n,n,v,v
0,34,，,有,关,方,面,放,松,了,x,v,v,n,n,v,v,ul
1,35,有,关,方,面,放,松,了,对,v,v,n,n,v,v,ul,p
0,36,关,方,面,放,松,了,对,企,v,n,n,v,v,ul,p,n
1,37,方,面,放,松,了,对,企,业,n,n,v,v,ul,p,n,n
1,38,面,放,松,了,对,企,业,国,n,v,v,ul,p,n,n,n
1,39,放,松,了,对,企,业,国,有,v,v,ul,p,n,n,n,v
0,40,松,了,对,企,业,国,有,资,v,ul,p,n,n,n,v,n
1,41,了,对,企,业,国,有,资,产,ul,p,n,n,n,v,n,n
0,42,对,企,业,国,有,资,产,的,p,n,n,n,v,n,n,uj
0,43,企,业,国,有,资,产,的,评,n,n,n,v,n,n,uj,v
0,44,业,国,有,资,产,的,评,估,n,n,v,n,n,uj,v,n
0,45,国,有,资,产,的,评,估,，,n,v,n,n,uj,v,n,x
1,46,有,资,产,的,评,估,，,放,v,n,n,uj,v,n,x,v
0,47,资,产,的,评,估,，,放,松,n,n,uj,v,n,x,v,v
1,48,产,的,评,估,，,放,松,了,n,uj,v,n,x,v,v,ul
1,49,的,评,估,，,放,松,了,对,uj,v,n,x,v,v,ul,p
0,50,评,估,，,放,松,了,对,企,v,n,x,v,v,ul,p,n
1,51,估,，,放,松,了,对,企,业,n,x,v,v,ul,p,n,n
1,52,，,放,松,了,对,企,业,经,x,v,v,ul,p,n,n,n
1,53,放,松,了,对,企,业,经,营,v,v,ul,p,n,n,n,n
0,54,松,了,对,企,业,经,营,管,v,ul,p,n,n,n,n,vn
1,55,了,对,企,业,经,营,管,理,ul,p,n,n,n,n,vn,n
0,56,对,企,业,经,营,管,理,人,p,n,n,n,n,vn,n,n
1,57,企,业,经,营,管,理,人,员,n,n,n,n,vn,n,n,zg
0,58,业,经,营,管,理,人,员,的,n,n,n,vn,n,n,zg,uj
0,59,经,营,管,理,人,员,的,审,n,n,vn,n,n,zg,uj,v
0,60,营,管,理,人,员,的,审,计,n,vn,n,n,zg,uj,v,n
0,61,管,理,人,员,的,审,计,监,vn,n,n,zg,uj,v,n,vn
1,62,理,人,员,的,审,计,监,督,n,n,zg,uj,v,n,vn,vg
0,63,人,员,的,审,计,监,督,，,n,zg,uj,v,n,vn,vg,x
1,64,员,的,审,计,监,督,，,忽,zg,uj,v,n,vn,vg,x,d
0,65,的,审,计,监,督,，,忽,视,uj,v,n,vn,vg,x,d,vg
1,66,审,计,监,督,，,忽,视,了,v,n,vn,vg,x,d,vg,ul
1,67,计,监,督,，,忽,视,了,企,n,vn,vg,x,d,vg,ul,n
0,68,监,督,，,忽,视,了,企,业,vn,vg,x,d,vg,ul,n,n
1,69,督,，,忽,视,了,企,业,经,vg,x,d,vg,ul,n,n,n
1,70,，,忽,视,了,企,业,经,济,x,d,vg,ul,n,n,n,j
0,71,忽,视,了,企,业,经,济,犯,d,vg,ul,n,n,n,j,v
1,72,视,了,企,业,经,济,犯,罪,vg,ul,n,n,n,j,v,zg
0,73,了,企,业,经,济,犯,罪,问,ul,n,n,n,j,v,zg,n
0,74,企,业,经,济,犯,罪,问,题,n,n,n,j,v,zg,n,n
0,75,业,经,济,犯,罪,问,题,。,n,n,j,v,zg,n,n,x
1,76,经,济,犯,罪,问,题,。,/s,n,j,v,zg,n,n,x,NAN
0,77,济,犯,罪,问,题,。,/s,/s,j,v,zg,n,n,x,NAN,NAN
1,78,犯,罪,问,题,。,/s,/s,/s,v,zg,n,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,一,些,人,将,NAN,NAN,NAN,NAN,m,q,n,d
0,1,/s,/s,/s,一,些,人,将,企,NAN,NAN,NAN,m,q,n,d,n
1,2,/s,/s,一,些,人,将,企,业,NAN,NAN,m,q,n,d,n,n
1,3,/s,一,些,人,将,企,业,搞,NAN,m,q,n,d,n,n,v
1,4,一,些,人,将,企,业,搞,垮,m,q,n,d,n,n,v,v
0,5,些,人,将,企,业,搞,垮,之,q,n,d,n,n,v,v,u
1,6,人,将,企,业,搞,垮,之,后,n,d,n,n,v,v,u,f
0,7,将,企,业,搞,垮,之,后,，,d,n,n,v,v,u,f,x
1,8,企,业,搞,垮,之,后,，,积,n,n,v,v,u,f,x,v
0,9,业,搞,垮,之,后,，,积,极,n,v,v,u,f,x,v,d
1,10,搞,垮,之,后,，,积,极,要,v,v,u,f,x,v,d,v
1,11,垮,之,后,，,积,极,要,求,v,u,f,x,v,d,v,v
0,12,之,后,，,积,极,要,求,改,u,f,x,v,d,v,v,v
1,13,后,，,积,极,要,求,改,制,f,x,v,d,v,v,v,n
0,14,，,积,极,要,求,改,制,，,x,v,d,v,v,v,n,x
1,15,积,极,要,求,改,制,，,其,v,d,v,v,v,n,x,r
0,16,极,要,求,改,制,，,其,目,d,v,v,v,n,x,r,t
1,17,要,求,改,制,，,其,目,的,v,v,v,n,x,r,t,uj
1,18,求,改,制,，,其,目,的,是,v,v,n,x,r,t,uj,v
1,19,改,制,，,其,目,的,是,乘,v,n,x,r,t,uj,v,v
0,20,制,，,其,目,的,是,乘,改,n,x,r,t,uj,v,v,v
1,21,，,其,目,的,是,乘,改,制,x,r,t,uj,v,v,v,n
1,22,其,目,的,是,乘,改,制,之,r,t,uj,v,v,v,n,u
1,23,目,的,是,乘,改,制,之,机,t,uj,v,v,v,n,u,n
0,24,的,是,乘,改,制,之,机,，,uj,v,v,v,n,u,n,x
1,25,是,乘,改,制,之,机,，,堂,v,v,v,n,u,n,x,q
0,26,乘,改,制,之,机,，,堂,而,v,v,n,u,n,x,q,c
1,27,改,制,之,机,，,堂,而,皇,v,n,u,n,x,q,c,n
1,28,制,之,机,，,堂,而,皇,之,n,u,n,x,q,c,n,u
0,29,之,机,，,堂,而,皇,之,地,u,n,x,q,c,n,u,uv
0,30,机,，,堂,而,皇,之,地,溜,n,x,q,c,n,u,uv,v
0,31,，,堂,而,皇,之,地,溜,出,x,q,c,n,u,uv,v,v
0,32,堂,而,皇,之,地,溜,出,法,q,c,n,u,uv,v,v,j
1,33,而,皇,之,地,溜,出,法,网,c,n,u,uv,v,v,j,n
0,34,皇,之,地,溜,出,法,网,。,n,u,uv,v,v,j,n,x
1,35,之,地,溜,出,法,网,。,/s,u,uv,v,v,j,n,x,NAN
0,36,地,溜,出,法,网,。,/s,/s,uv,v,v,j,n,x,NAN,NAN
1,37,溜,出,法,网,。,/s,/s,/s,v,v,j,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,与,这,些,人,NAN,NAN,NAN,NAN,p,r,q,n
1,1,/s,/s,/s,与,这,些,人,有,NAN,NAN,NAN,p,r,q,n,v
0,2,/s,/s,与,这,些,人,有,瓜,NAN,NAN,p,r,q,n,v,n
1,3,/s,与,这,些,人,有,瓜,葛,NAN,p,r,q,n,v,n,nr
0,4,与,这,些,人,有,瓜,葛,的,p,r,q,n,v,n,nr,uj
1,5,这,些,人,有,瓜,葛,的,上,r,q,n,v,n,nr,uj,f
0,6,些,人,有,瓜,葛,的,上,级,q,n,v,n,nr,uj,f,q
0,7,人,有,瓜,葛,的,上,级,主,n,v,n,nr,uj,f,q,b
1,8,有,瓜,葛,的,上,级,主,管,v,n,nr,uj,f,q,b,vn
0,9,瓜,葛,的,上,级,主,管,部,n,nr,uj,f,q,b,vn,n
1,10,葛,的,上,级,主,管,部,门,nr,uj,f,q,b,vn,n,n
0,11,的,上,级,主,管,部,门,的,uj,f,q,b,vn,n,n,uj
0,12,上,级,主,管,部,门,的,领,f,q,b,vn,n,n,uj,v
0,13,级,主,管,部,门,的,领,导,q,b,vn,n,n,uj,v,v
0,14,主,管,部,门,的,领,导,也,b,vn,n,n,uj,v,v,d
1,15,管,部,门,的,领,导,也,急,vn,n,n,uj,v,v,d,v
0,16,部,门,的,领,导,也,急,于,n,n,uj,v,v,d,v,p
1,17,门,的,领,导,也,急,于,推,n,uj,v,v,d,v,p,v
1,18,的,领,导,也,急,于,推,动,uj,v,v,d,v,p,v,v
0,19,领,导,也,急,于,推,动,这,v,v,d,v,p,v,v,r
1,20,导,也,急,于,推,动,这,些,v,d,v,p,v,v,r,q
0,21,也,急,于,推,动,这,些,企,d,v,p,v,v,r,q,n
1,22,急,于,推,动,这,些,企,业,v,p,v,v,r,q,n,n
0,23,于,推,动,这,些,企,业,改,p,v,v,r,q,n,n,v
1,24,推,动,这,些,企,业,改,制,v,v,r,q,n,n,v,n
0,25,动,这,些,企,业,改,制,，,v,r,q,n,n,v,n,x
1,26,这,些,企,业,改,制,，,企,r,q,n,n,v,n,x,n
0,27,些,企,业,改,制,，,企,图,q,n,n,v,n,x,n,n
1,28,企,业,改,制,，,企,图,一,n,n,v,n,x,n,n,m
1,29,业,改,制,，,企,图,一,改,n,v,n,x,n,n,m,v
0,30,改,制,，,企,图,一,改,了,v,n,x,n,n,m,v,ul
1,31,制,，,企,图,一,改,了,之,n,x,n,n,m,v,ul,u
0,32,，,企,图,一,改,了,之,。,x,n,n,m,v,ul,u,x
1,33,企,图,一,改,了,之,。,/s,n,n,m,v,ul,u,x,NAN
1,34,图,一,改,了,之,。,/s,/s,n,m,v,ul,u,x,NAN,NAN
1,35,一,改,了,之,。,/s,/s,/s,m,v,ul,u,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,在,此,，,我,NAN,NAN,NAN,NAN,p,zg,x,r
1,1,/s,/s,/s,在,此,，,我,认,NAN,NAN,NAN,p,zg,x,r,v
1,2,/s,/s,在,此,，,我,认,为,NAN,NAN,p,zg,x,r,v,p
1,3,/s,在,此,，,我,认,为,有,NAN,p,zg,x,r,v,p,v
1,4,在,此,，,我,认,为,有,必,p,zg,x,r,v,p,v,d
0,5,此,，,我,认,为,有,必,要,zg,x,r,v,p,v,d,v
1,6,，,我,认,为,有,必,要,大,x,r,v,p,v,d,v,a
1,7,我,认,为,有,必,要,大,声,r,v,p,v,d,v,a,n
0,8,认,为,有,必,要,大,声,疾,v,p,v,d,v,a,n,n
1,9,为,有,必,要,大,声,疾,呼,p,v,d,v,a,n,n,zg
0,10,有,必,要,大,声,疾,呼,：,v,d,v,a,n,n,zg,x
0,11,必,要,大,声,疾,呼,：,绝,d,v,a,n,n,zg,x,d
0,12,要,大,声,疾,呼,：,绝,不,v,a,n,n,zg,x,d,d
1,13,大,声,疾,呼,：,绝,不,能,a,n,n,zg,x,d,d,v
1,14,声,疾,呼,：,绝,不,能,让,n,n,zg,x,d,d,v,v
0,15,疾,呼,：,绝,不,能,让,那,n,zg,x,d,d,v,v,r
1,16,呼,：,绝,不,能,让,那,些,zg,x,d,d,v,v,r,q
1,17,：,绝,不,能,让,那,些,有,x,d,d,v,v,r,q,v
1,18,绝,不,能,让,那,些,有,严,d,d,v,v,r,q,v,a
0,19,不,能,让,那,些,有,严,重,d,v,v,r,q,v,a,a
1,20,能,让,那,些,有,严,重,经,v,v,r,q,v,a,a,n
1,21,让,那,些,有,严,重,经,济,v,r,q,v,a,a,n,j
0,22,那,些,有,严,重,经,济,问,r,q,v,a,a,n,j,n
1,23,些,有,严,重,经,济,问,题,q,v,a,a,n,j,n,n
0,24,有,严,重,经,济,问,题,的,v,a,a,n,j,n,n,uj
1,25,严,重,经,济,问,题,的,人,a,a,n,j,n,n,uj,n
0,26,重,经,济,问,题,的,人,在,a,n,j,n,n,uj,n,p
0,27,经,济,问,题,的,人,在,企,n,j,n,n,uj,n,p,n
1,28,济,问,题,的,人,在,企,业,j,n,n,uj,n,p,n,n
1,29,问,题,的,人,在,企,业,改,n,n,uj,n,p,n,n,v
1,30,题,的,人,在,企,业,改,制,n,uj,n,p,n,n,v,n
0,31,的,人,在,企,业,改,制,中,uj,n,p,n,n,v,n,f
1,32,人,在,企,业,改,制,中,轻,n,p,n,n,v,n,f,a
0,33,在,企,业,改,制,中,轻,松,p,n,n,v,n,f,a,v
1,34,企,业,改,制,中,轻,松,愉,n,n,v,n,f,a,v,zg
1,35,业,改,制,中,轻,松,愉,快,n,v,n,f,a,v,zg,a
0,36,改,制,中,轻,松,愉,快,地,v,n,f,a,v,zg,a,uv
0,37,制,中,轻,松,愉,快,地,溜,n,f,a,v,zg,a,uv,v
0,38,中,轻,松,愉,快,地,溜,走,f,a,v,zg,a,uv,v,v
0,39,轻,松,愉,快,地,溜,走,！,a,v,zg,a,uv,v,v,x
1,40,松,愉,快,地,溜,走,！,/s,v,zg,a,uv,v,v,x,NAN
0,41,愉,快,地,溜,走,！,/s,/s,zg,a,uv,v,v,x,NAN,NAN
1,42,快,地,溜,走,！,/s,/s,/s,a,uv,v,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,要,始,终,坚,NAN,NAN,NAN,NAN,v,d,d,v
1,1,/s,/s,/s,要,始,终,坚,持,NAN,NAN,NAN,v,d,d,v,v
0,2,/s,/s,要,始,终,坚,持,一,NAN,NAN,v,d,d,v,v,m
1,3,/s,要,始,终,坚,持,一,手,NAN,v,d,d,v,v,m,n
0,4,要,始,终,坚,持,一,手,抓,v,d,d,v,v,m,n,v
1,5,始,终,坚,持,一,手,抓,改,d,d,v,v,m,n,v,v
0,6,终,坚,持,一,手,抓,改,制,d,v,v,m,n,v,v,n
1,7,坚,持,一,手,抓,改,制,，,v,v,m,n,v,v,n,x
1,8,持,一,手,抓,改,制,，,一,v,m,n,v,v,n,x,m
0,9,一,手,抓,改,制,，,一,手,m,n,v,v,n,x,m,n
1,10,手,抓,改,制,，,一,手,抓,n,v,v,n,x,m,n,v
1,11,抓,改,制,，,一,手,抓,反,v,v,n,x,m,n,v,zg
0,12,改,制,，,一,手,抓,反,腐,v,n,x,m,n,v,zg,a
1,13,制,，,一,手,抓,反,腐,。,n,x,m,n,v,zg,a,x
1,14,，,一,手,抓,反,腐,。,/s,x,m,n,v,zg,a,x,NAN
0,15,一,手,抓,反,腐,。,/s,/s,m,n,v,zg,a,x,NAN,NAN
1,16,手,抓,反,腐,。,/s,/s,/s,n,v,zg,a,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,在,积,极,推,NAN,NAN,NAN,NAN,p,v,d,v
1,1,/s,/s,/s,在,积,极,推,进,NAN,NAN,NAN,p,v,d,v,v
0,2,/s,/s,在,积,极,推,进,改,NAN,NAN,p,v,d,v,v,v
1,3,/s,在,积,极,推,进,改,制,NAN,p,v,d,v,v,v,n
0,4,在,积,极,推,进,改,制,的,p,v,d,v,v,v,n,uj
1,5,积,极,推,进,改,制,的,同,v,d,v,v,v,n,uj,p
0,6,极,推,进,改,制,的,同,时,d,v,v,v,n,uj,p,n
0,7,推,进,改,制,的,同,时,，,v,v,v,n,uj,p,n,x
1,8,进,改,制,的,同,时,，,严,v,v,n,uj,p,n,x,a
0,9,改,制,的,同,时,，,严,格,v,n,uj,p,n,x,a,n
1,10,制,的,同,时,，,严,格,按,n,uj,p,n,x,a,n,p
1,11,的,同,时,，,严,格,按,照,uj,p,n,x,a,n,p,n
0,12,同,时,，,严,格,按,照,法,p,n,x,a,n,p,n,j
1,13,时,，,严,格,按,照,法,定,n,x,a,n,p,n,j,v
0,14,，,严,格,按,照,法,定,程,x,a,n,p,n,j,v,n
1,15,严,格,按,照,法,定,程,序,a,n,p,n,j,v,n,n
0,16,格,按,照,法,定,程,序,，,n,p,n,j,v,n,n,x
0,17,按,照,法,定,程,序,，,由,p,n,j,v,n,n,x,p
0,18,照,法,定,程,序,，,由,有,n,j,v,n,n,x,p,v
1,19,法,定,程,序,，,由,有,资,j,v,n,n,x,p,v,n
1,20,定,程,序,，,由,有,资,格,v,n,n,x,p,v,n,n
1,21,程,序,，,由,有,资,格,的,n,n,x,p,v,n,n,uj
1,22,序,，,由,有,资,格,的,中,n,x,p,v,n,n,uj,f
0,23,，,由,有,资,格,的,中,介,x,p,v,n,n,uj,f,nr
0,24,由,有,资,格,的,中,介,机,p,v,n,n,uj,f,nr,n
1,25,有,资,格,的,中,介,机,构,v,n,n,uj,f,nr,n,v
0,26,资,格,的,中,介,机,构,实,n,n,uj,f,nr,n,v,n
0,27,格,的,中,介,机,构,实,事,n,uj,f,nr,n,v,n,n
0,28,的,中,介,机,构,实,事,求,uj,f,nr,n,v,n,n,v
1,29,中,介,机,构,实,事,求,是,f,nr,n,v,n,n,v,v
0,30,介,机,构,实,事,求,是,地,nr,n,v,n,n,v,v,uv
0,31,机,构,实,事,求,是,地,对,n,v,n,n,v,v,uv,p
0,32,构,实,事,求,是,地,对,企,v,n,n,v,v,uv,p,n
0,33,实,事,求,是,地,对,企,业,n,n,v,v,uv,p,n,n
1,34,事,求,是,地,对,企,业,国,n,v,v,uv,p,n,n,n
1,35,求,是,地,对,企,业,国,有,v,v,uv,p,n,n,n,v
0,36,是,地,对,企,业,国,有,资,v,uv,p,n,n,n,v,n
1,37,地,对,企,业,国,有,资,产,uv,p,n,n,n,v,n,n
0,38,对,企,业,国,有,资,产,进,p,n,n,n,v,n,n,v
0,39,企,业,国,有,资,产,进,行,n,n,n,v,n,n,v,zg
0,40,业,国,有,资,产,进,行,评,n,n,v,n,n,v,zg,v
1,41,国,有,资,产,进,行,评,估,n,v,n,n,v,zg,v,n
0,42,有,资,产,进,行,评,估,，,v,n,n,v,zg,v,n,x
1,43,资,产,进,行,评,估,，,并,n,n,v,zg,v,n,x,c
0,44,产,进,行,评,估,，,并,对,n,v,zg,v,n,x,c,p
1,45,进,行,评,估,，,并,对,企,v,zg,v,n,x,c,p,n
1,46,行,评,估,，,并,对,企,业,zg,v,n,x,c,p,n,n
1,47,评,估,，,并,对,企,业,的,v,n,x,c,p,n,n,uj
1,48,估,，,并,对,企,业,的,经,n,x,c,p,n,n,uj,n
0,49,，,并,对,企,业,的,经,营,x,c,p,n,n,uj,n,n
0,50,并,对,企,业,的,经,营,状,c,p,n,n,uj,n,n,ng
1,51,对,企,业,的,经,营,状,况,p,n,n,uj,n,n,ng,c
0,52,企,业,的,经,营,状,况,、,n,n,uj,n,n,ng,c,x
1,53,业,的,经,营,状,况,、,财,n,uj,n,n,ng,c,x,n
0,54,的,经,营,状,况,、,财,务,uj,n,n,ng,c,x,n,d
1,55,经,营,状,况,、,财,务,状,n,n,ng,c,x,n,d,ng
1,56,营,状,况,、,财,务,状,况,n,ng,c,x,n,d,ng,c
0,57,状,况,、,财,务,状,况,进,ng,c,x,n,d,ng,c,v
0,58,况,、,财,务,状,况,进,行,c,x,n,d,ng,c,v,zg
0,59,、,财,务,状,况,进,行,严,x,n,d,ng,c,v,zg,a
1,60,财,务,状,况,进,行,严,格,n,d,ng,c,v,zg,a,n
0,61,务,状,况,进,行,严,格,的,d,ng,c,v,zg,a,n,uj
1,62,状,况,进,行,严,格,的,审,ng,c,v,zg,a,n,uj,v
0,63,况,进,行,严,格,的,审,计,c,v,zg,a,n,uj,v,n
0,64,进,行,严,格,的,审,计,，,v,zg,a,n,uj,v,n,x
1,65,行,严,格,的,审,计,，,发,zg,a,n,uj,v,n,x,v
0,66,严,格,的,审,计,，,发,现,a,n,uj,v,n,x,v,tg
1,67,格,的,审,计,，,发,现,问,n,uj,v,n,x,v,tg,n
1,68,的,审,计,，,发,现,问,题,uj,v,n,x,v,tg,n,n
0,69,审,计,，,发,现,问,题,要,v,n,x,v,tg,n,n,v
1,70,计,，,发,现,问,题,要,弄,n,x,v,tg,n,n,v,v
0,71,，,发,现,问,题,要,弄,清,x,v,tg,n,n,v,v,t
1,72,发,现,问,题,要,弄,清,是,v,tg,n,n,v,v,t,v
1,73,现,问,题,要,弄,清,是,非,tg,n,n,v,v,t,v,h
0,74,问,题,要,弄,清,是,非,，,n,n,v,v,t,v,h,x
1,75,题,要,弄,清,是,非,，,严,n,v,v,t,v,h,x,a
0,76,要,弄,清,是,非,，,严,肃,v,v,t,v,h,x,a,nr
1,77,弄,清,是,非,，,严,肃,处,v,t,v,h,x,a,nr,n
1,78,清,是,非,，,严,肃,处,理,t,v,h,x,a,nr,n,n
0,79,是,非,，,严,肃,处,理,。,v,h,x,a,nr,n,n,x
0,80,非,，,严,肃,处,理,。,/s,h,x,a,nr,n,n,x,NAN
0,81,，,严,肃,处,理,。,/s,/s,x,a,nr,n,n,x,NAN,NAN
1,82,严,肃,处,理,。,/s,/s,/s,a,nr,n,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,绝,不,能,在,NAN,NAN,NAN,NAN,d,d,v,p
0,1,/s,/s,/s,绝,不,能,在,改,NAN,NAN,NAN,d,d,v,p,v
1,2,/s,/s,绝,不,能,在,改,制,NAN,NAN,d,d,v,p,v,n
1,3,/s,绝,不,能,在,改,制,中,NAN,d,d,v,p,v,n,f
1,4,绝,不,能,在,改,制,中,包,d,d,v,p,v,n,f,v
0,5,不,能,在,改,制,中,包,裹,d,v,p,v,n,f,v,v
1,6,能,在,改,制,中,包,裹,问,v,p,v,n,f,v,v,n
1,7,在,改,制,中,包,裹,问,题,p,v,n,f,v,v,n,n
0,8,改,制,中,包,裹,问,题,，,v,n,f,v,v,n,n,x
1,9,制,中,包,裹,问,题,，,一,n,f,v,v,n,n,x,m
0,10,中,包,裹,问,题,，,一,股,f,v,v,n,n,x,m,q
1,11,包,裹,问,题,，,一,股,了,v,v,n,n,x,m,q,ul
1,12,裹,问,题,，,一,股,了,之,v,n,n,x,m,q,ul,u
0,13,问,题,，,一,股,了,之,，,n,n,x,m,q,ul,u,x
1,14,题,，,一,股,了,之,，,一,n,x,m,q,ul,u,x,m
1,15,，,一,股,了,之,，,一,破,x,m,q,ul,u,x,m,v
1,16,一,股,了,之,，,一,破,了,m,q,ul,u,x,m,v,ul
1,17,股,了,之,，,一,破,了,之,q,ul,u,x,m,v,ul,u
0,18,了,之,，,一,破,了,之,，,ul,u,x,m,v,ul,u,x
1,19,之,，,一,破,了,之,，,一,u,x,m,v,ul,u,x,m
1,20,，,一,破,了,之,，,一,并,x,m,v,ul,u,x,m,c
1,21,一,破,了,之,，,一,并,了,m,v,ul,u,x,m,c,ul
1,22,破,了,之,，,一,并,了,之,v,ul,u,x,m,c,ul,u
0,23,了,之,，,一,并,了,之,。,ul,u,x,m,c,ul,u,x
1,24,之,，,一,并,了,之,。,/s,u,x,m,c,ul,u,x,NAN
1,25,，,一,并,了,之,。,/s,/s,x,m,c,ul,u,x,NAN,NAN
