Label,No,B2,B1,F1,F2,POSB2,POSB1,POSF1,POSF2
0,51,速,赶,赴,险,ng,v,v,a
1,52,赶,赴,险,情,v,v,a,n
0,53,赴,险,情,现,v,a,n,tg
1,54,险,情,现,场,a,n,tg,q
0,55,情,现,场,指,n,tg,q,n
1,56,现,场,指,挥,tg,q,n,v
0,57,场,指,挥,防,q,n,v,v
1,58,指,挥,防,汛,n,v,v,t
0,59,挥,防,汛,抢,v,v,t,v
1,60,防,汛,抢,险,v,t,v,a
0,61,汛,抢,险,。,t,v,a,x
1,62,抢,险,。,/s,v,a,x,NAN
1,0,/s,/s,七,月,NAN,NAN,m,m
0,1,/s,七,月,十,NAN,m,m,m
1,2,七,月,十,日,m,m,m,m
0,3,月,十,日,下,m,m,m,f
1,4,十,日,下,午,m,m,f,t
0,5,日,下,午,，,m,f,t,x
1,6,下,午,，,九,f,t,x,m
1,7,午,，,九,八,t,x,m,m
0,8,，,九,八,湖,x,m,m,ns
1,9,九,八,湖,南,m,m,ns,ns
0,10,八,湖,南,省,m,ns,ns,n
0,11,湖,南,省,大,ns,ns,n,a
1,12,南,省,大,学,ns,n,a,n
0,13,省,大,学,生,n,a,n,vn
0,14,大,学,生,志,a,n,vn,n
1,15,学,生,志,愿,n,vn,n,v
0,16,生,志,愿,者,vn,n,v,k
0,17,志,愿,者,暑,n,v,k,t
1,18,愿,者,暑,期,v,k,t,n
0,19,者,暑,期,文,k,t,n,n
1,20,暑,期,文,化,t,n,n,n
0,21,期,文,化,科,n,n,n,n
1,22,文,化,科,技,n,n,n,n
0,23,化,科,技,卫,n,n,n,n
1,24,科,技,卫,生,n,n,n,vn
0,25,技,卫,生,三,n,n,vn,m
1,26,卫,生,三,下,n,vn,m,f
0,27,生,三,下,乡,vn,m,f,n
0,28,三,下,乡,活,m,f,n,vn
1,29,下,乡,活,动,f,n,vn,v
0,30,乡,活,动,服,n,vn,v,v
1,31,活,动,服,务,vn,v,v,d
0,32,动,服,务,总,v,v,d,b
1,33,服,务,总,队,v,d,b,n
0,34,务,总,队,的,d,b,n,uj
0,35,总,队,的,七,b,n,uj,m
1,36,队,的,七,十,n,uj,m,m
0,37,的,七,十,名,uj,m,m,q
0,38,七,十,名,队,m,m,q,n
1,39,十,名,队,员,m,q,n,zg
0,40,名,队,员,，,q,n,zg,x
1,41,队,员,，,登,n,zg,x,v
1,42,员,，,登,上,zg,x,v,f
0,43,，,登,上,西,x,v,f,f
1,44,登,上,西,去,v,f,f,v
0,45,上,西,去,的,f,f,v,uj
0,46,西,去,的,列,f,v,uj,v
1,47,去,的,列,车,v,uj,v,zg
0,48,的,列,车,，,uj,v,zg,x
1,49,列,车,，,前,v,zg,x,f
1,50,车,，,前,往,zg,x,f,zg
0,51,，,前,往,湘,x,f,zg,ns
1,52,前,往,湘,西,f,zg,ns,f
0,53,往,湘,西,芷,zg,ns,f,ns
1,54,湘,西,芷,江,ns,f,ns,nr
0,55,西,芷,江,侗,f,ns,nr,zg
0,56,芷,江,侗,族,ns,nr,zg,ng
0,57,江,侗,族,自,nr,zg,ng,p
0,58,侗,族,自,治,zg,ng,p,v
0,59,族,自,治,县,ng,p,v,zg
0,60,自,治,县,。,p,v,zg,x
1,61,治,县,。,/s,v,zg,x,NAN
1,0,/s,/s,据,统,NAN,NAN,p,v
0,1,/s,据,统,计,NAN,p,v,n
0,2,据,统,计,，,p,v,n,x
1,3,统,计,，,到,v,n,x,v
1,4,计,，,到,六,n,x,v,m
1,5,，,到,六,月,x,v,m,m
0,6,到,六,月,底,v,m,m,f
1,7,六,月,底,止,m,m,f,zg
0,8,月,底,止,，,m,f,zg,x
1,9,底,止,，,湖,f,zg,x,ns
1,10,止,，,湖,南,zg,x,ns,ns
0,11,，,湖,南,全,x,ns,ns,a
1,12,湖,南,全,省,ns,ns,a,n
0,13,南,全,省,已,ns,a,n,d
1,14,全,省,已,有,a,n,d,v
0,15,省,已,有,四,n,d,v,m
1,16,已,有,四,十,d,v,m,m
0,17,有,四,十,七,v,m,m,m
0,18,四,十,七,所,m,m,m,c
1,19,十,七,所,高,m,m,c,a
1,20,七,所,高,等,m,c,a,u
0,21,所,高,等,院,c,a,u,n
0,22,高,等,院,校,a,u,n,ng
0,23,等,院,校,、,u,n,ng,x
1,24,院,校,、,一,n,ng,x,m
1,25,校,、,一,百,ng,x,m,n
0,26,、,一,百,所,x,m,n,c
1,27,一,百,所,中,m,n,c,f
1,28,百,所,中,专,n,c,f,n
0,29,所,中,专,、,c,f,n,x
1,30,中,专,、,三,f,n,x,m
1,31,专,、,三,百,n,x,m,n
0,32,、,三,百,余,x,m,n,m
0,33,三,百,余,所,m,n,m,c
1,34,百,余,所,中,n,m,c,f
1,35,余,所,中,学,m,c,f,n
0,36,所,中,学,的,c,f,n,uj
0,37,中,学,的,约,f,n,uj,d
1,38,学,的,约,五,n,uj,d,m
1,39,的,约,五,万,uj,d,m,m
0,40,约,五,万,名,d,m,m,q
0,41,五,万,名,大,m,m,q,a
1,42,万,名,大,中,m,q,a,f
0,43,名,大,中,学,q,a,f,n
0,44,大,中,学,生,a,f,n,vn
0,45,中,学,生,，,f,n,vn,x
1,46,学,生,，,组,n,vn,x,zg
1,47,生,，,组,成,vn,x,zg,n
0,48,，,组,成,了,x,zg,n,ul
1,49,组,成,了,六,zg,n,ul,m
1,50,成,了,六,百,n,ul,m,n
0,51,了,六,百,多,ul,m,n,m
0,52,六,百,多,支,m,n,m,n
0,53,百,多,支,理,n,m,n,n
1,54,多,支,理,论,m,n,n,zg
0,55,支,理,论,宣,n,n,zg,nr
1,56,理,论,宣,讲,n,zg,nr,v
0,57,论,宣,讲,、,zg,nr,v,x
1,58,宣,讲,、,科,nr,v,x,n
1,59,讲,、,科,技,v,x,n,n
0,60,、,科,技,服,x,n,n,v
1,61,科,技,服,务,n,n,v,d
0,62,技,服,务,、,n,v,d,x
1,63,服,务,、,支,v,d,x,n
1,64,务,、,支,教,d,x,n,v
0,65,、,支,教,扫,x,n,v,v
1,66,支,教,扫,盲,n,v,v,n
0,67,教,扫,盲,、,v,v,n,x
1,68,扫,盲,、,医,v,n,x,n
1,69,盲,、,医,疗,n,x,n,n
0,70,、,医,疗,服,x,n,n,v
1,71,医,疗,服,务,n,n,v,d
0,72,疗,服,务,、,n,v,d,x
1,73,服,务,、,文,v,d,x,n
1,74,务,、,文,艺,d,x,n,n
0,75,、,文,艺,演,x,n,n,v
0,76,文,艺,演,出,n,n,v,v
0,77,艺,演,出,等,n,v,v,u
1,78,演,出,等,志,v,v,u,n
1,79,出,等,志,愿,v,u,n,v
0,80,等,志,愿,者,u,n,v,k
0,81,志,愿,者,服,n,v,k,v
1,82,愿,者,服,务,v,k,v,d
0,83,者,服,务,队,k,v,d,n
0,84,服,务,队,，,v,d,n,x
1,85,务,队,，,其,d,n,x,r
1,86,队,，,其,中,n,x,r,f
0,87,，,其,中,各,x,r,f,r
1,88,其,中,各,高,r,f,r,a
1,89,中,各,高,校,f,r,a,ng
0,90,各,高,校,专,r,a,ng,n
1,91,高,校,专,门,a,ng,n,n
0,92,校,专,门,组,ng,n,n,zg
1,93,专,门,组,织,n,n,zg,v
0,94,门,组,织,了,n,zg,v,ul
1,95,组,织,了,五,zg,v,ul,m
1,96,织,了,五,十,v,ul,m,m
0,97,了,五,十,多,ul,m,m,m
0,98,五,十,多,支,m,m,m,n
1,99,十,多,支,邓,m,m,n,nr
1,100,多,支,邓,小,m,n,nr,a
0,101,支,邓,小,平,n,nr,a,n
0,102,邓,小,平,理,nr,a,n,n
0,103,小,平,理,论,a,n,n,zg
0,104,平,理,论,宣,n,n,zg,nr
1,105,理,论,宣,讲,n,zg,nr,v
0,106,论,宣,讲,队,zg,nr,v,n
1,107,宣,讲,队,，,nr,v,n,x
1,108,讲,队,，,联,v,n,x,v
1,109,队,，,联,系,n,x,v,v
0,110,，,联,系,了,x,v,v,ul
1,111,联,系,了,五,v,v,ul,m
1,112,系,了,五,百,v,ul,m,n
0,113,了,五,百,多,ul,m,n,m
0,114,五,百,多,个,m,n,m,q
0,115,百,多,个,乡,n,m,q,n
1,116,多,个,乡,镇,m,q,n,n
0,117,个,乡,镇,、,q,n,n,x
1,118,乡,镇,、,村,n,n,x,zg
1,119,镇,、,村,作,n,x,zg,v
1,120,、,村,作,为,x,zg,v,p
0,121,村,作,为,暑,zg,v,p,t
1,122,作,为,暑,期,v,p,t,n
0,123,为,暑,期,三,p,t,n,m
1,124,暑,期,三,下,t,n,m,f
0,125,期,三,下,乡,n,m,f,n
0,126,三,下,乡,集,m,f,n,q
1,127,下,乡,集,中,f,n,q,f
0,128,乡,集,中,服,n,q,f,v
1,129,集,中,服,务,q,f,v,d
0,130,中,服,务,地,f,v,d,uv
0,131,服,务,地,点,v,d,uv,m
1,132,务,地,点,。,d,uv,m,x
1,133,地,点,。,/s,uv,m,x,NAN
1,0,/s,/s,天,津,NAN,NAN,q,j
0,1,/s,天,津,武,NAN,q,j,n
1,2,天,津,武,清,q,j,n,t
0,3,津,武,清,县,j,n,t,zg
0,4,武,清,县,兰,n,t,zg,nr
1,5,清,县,兰,家,t,zg,nr,q
1,6,县,兰,家,庄,zg,nr,q,nr
0,7,兰,家,庄,村,nr,q,nr,zg
1,8,家,庄,村,农,q,nr,zg,zg
0,9,庄,村,农,民,nr,zg,zg,ng
0,10,村,农,民,刘,zg,zg,ng,zg
1,11,农,民,刘,洪,zg,ng,zg,nr
0,12,民,刘,洪,成,ng,zg,nr,n
0,13,刘,洪,成,，,zg,nr,n,x
1,14,洪,成,，,二,nr,n,x,m
1,15,成,，,二,十,n,x,m,m
0,16,，,二,十,多,x,m,m,m
0,17,二,十,多,年,m,m,m,m
0,18,十,多,年,来,m,m,m,v
1,19,多,年,来,一,m,m,v,m
1,20,年,来,一,直,m,v,m,d
0,21,来,一,直,致,v,m,d,v
1,22,一,直,致,力,m,d,v,n
0,23,直,致,力,果,d,v,n,ng
1,24,致,力,果,树,v,n,ng,v
0,25,力,果,树,苗,n,ng,v,n
1,26,果,树,苗,林,ng,v,n,ng
0,27,树,苗,林,的,v,n,ng,uj
0,28,苗,林,的,培,n,ng,uj,v
1,29,林,的,培,育,ng,uj,v,v
0,30,的,培,育,，,uj,v,v,x
1,31,培,育,，,先,v,v,x,d
1,32,育,，,先,后,v,x,d,f
0,33,，,先,后,从,x,d,f,p
1,34,先,后,从,国,d,f,p,n
1,35,后,从,国,内,f,p,n,n
0,36,从,国,内,外,p,n,n,f
0,37,国,内,外,引,n,n,f,v
1,38,内,外,引,进,n,f,v,v
0,39,外,引,进,、,f,v,v,x
1,40,引,进,、,试,v,v,x,v
1,41,进,、,试,种,v,x,v,m
0,42,、,试,种,水,x,v,m,n
1,43,试,种,水,果,v,m,n,ng
0,44,种,水,果,新,m,n,ng,a
1,45,水,果,新,品,n,ng,a,v
0,46,果,新,品,种,ng,a,v,m
0,47,新,品,种,一,a,v,m,m
1,48,品,种,一,百,v,m,m,n
0,49,种,一,百,六,m,m,n,m
0,50,一,百,六,十,m,n,m,m
0,51,百,六,十,多,n,m,m,m
0,52,六,十,多,个,m,m,m,q
1,53,十,多,个,，,m,m,q,x
1,54,多,个,，,其,m,q,x,r
1,55,个,，,其,中,q,x,r,f
0,56,，,其,中,二,x,r,f,m
1,57,其,中,二,十,r,f,m,m
0,58,中,二,十,多,f,m,m,m
0,59,二,十,多,个,m,m,m,q
0,60,十,多,个,优,m,m,q,n
1,61,多,个,优,良,m,q,n,a
0,62,个,优,良,品,q,n,a,v
0,63,优,良,品,种,n,a,v,m
0,64,良,品,种,得,a,v,m,ud
0,65,品,种,得,到,v,m,ud,v
1,66,种,得,到,推,m,ud,v,v
1,67,得,到,推,广,ud,v,v,a
0,68,到,推,广,，,v,v,a,x
1,69,推,广,，,最,v,a,x,d
1,70,广,，,最,近,a,x,d,a
0,71,，,最,近,他,x,d,a,r
1,72,最,近,他,被,d,a,r,p
1,73,近,他,被,评,a,r,p,v
1,74,他,被,评,为,r,p,v,p
0,75,被,评,为,高,p,v,p,a
1,76,评,为,高,级,v,p,a,q
0,77,为,高,级,农,p,a,q,zg
1,78,高,级,农,民,a,q,zg,ng
0,79,级,农,民,技,q,zg,ng,n
1,80,农,民,技,师,zg,ng,n,ng
0,81,民,技,师,。,ng,n,ng,x
1,82,技,师,。,/s,n,ng,x,NAN
1,0,/s,/s,同,刘,NAN,NAN,p,zg
1,1,/s,同,刘,洪,NAN,p,zg,nr
0,2,同,刘,洪,成,p,zg,nr,n
0,3,刘,洪,成,一,zg,nr,n,m
1,4,洪,成,一,样,nr,n,m,n
0,5,成,一,样,取,n,m,n,v
1,6,一,样,取,得,m,n,v,ud
0,7,样,取,得,高,n,v,ud,a
1,8,取,得,高,级,v,ud,a,q
0,9,得,高,级,技,ud,a,q,n
1,10,高,级,技,术,a,q,n,v
0,11,级,技,术,职,q,n,v,ng
0,12,技,术,职,称,n,v,ng,v
0,13,术,职,称,的,v,ng,v,uj
0,14,职,称,的,种,ng,v,uj,m
1,15,称,的,种,养,v,uj,m,v
0,16,的,种,养,大,uj,m,v,a
1,17,种,养,大,户,m,v,a,q
0,18,养,大,户,在,v,a,q,p
1,19,大,户,在,武,a,q,p,n
1,20,户,在,武,清,q,p,n,t
0,21,在,武,清,县,p,n,t,zg
0,22,武,清,县,总,n,t,zg,b
1,23,清,县,总,计,t,zg,b,n
0,24,县,总,计,有,zg,b,n,v
0,25,总,计,有,十,b,n,v,m
1,26,计,有,十,三,n,v,m,m
0,27,有,十,三,名,v,m,m,q
0,28,十,三,名,。,m,m,q,x
1,29,三,名,。,/s,m,q,x,NAN
1,0,/s,/s,据,介,NAN,NAN,p,nr
0,1,/s,据,介,绍,NAN,p,nr,ns
0,2,据,介,绍,，,p,nr,ns,x
1,3,介,绍,，,这,nr,ns,x,r
1,4,绍,，,这,一,ns,x,r,m
1,5,，,这,一,批,x,r,m,q
0,6,这,一,批,地,r,m,q,uv
0,7,一,批,地,方,m,q,uv,n
1,8,批,地,方,小,q,uv,n,a
1,9,地,方,小,电,uv,n,a,n
1,10,方,小,电,厂,n,a,n,zg
0,11,小,电,厂,被,a,n,zg,p
1,12,电,厂,被,清,n,zg,p,t
1,13,厂,被,清,理,zg,p,t,n
0,14,被,清,理,完,p,t,n,v
1,15,清,理,完,后,t,n,v,f
0,16,理,完,后,，,n,v,f,x
1,17,完,后,，,省,v,f,x,n
1,18,后,，,省,内,f,x,n,n
0,19,，,省,内,国,x,n,n,n
1,20,省,内,国,家,n,n,n,q
0,21,内,国,家,电,n,n,q,n
0,22,国,家,电,网,n,q,n,n
0,23,家,电,网,电,q,n,n,n
1,24,电,网,电,量,n,n,n,n
0,25,网,电,量,将,n,n,n,d
1,26,电,量,将,增,n,n,d,v
1,27,量,将,增,供,n,d,v,v
0,28,将,增,供,扩,d,v,v,v
1,29,增,供,扩,销,v,v,v,v
0,30,供,扩,销,，,v,v,v,x
1,31,扩,销,，,电,v,v,x,n
1,32,销,，,电,力,v,x,n,n
0,33,，,电,力,市,x,n,n,n
1,34,电,力,市,场,n,n,n,q
0,35,力,市,场,会,n,n,q,v
1,36,市,场,会,良,n,q,v,a
1,37,场,会,良,性,q,v,a,n
0,38,会,良,性,发,v,a,n,v
1,39,良,性,发,展,a,n,v,v
0,40,性,发,展,，,n,v,v,x
1,41,发,展,，,农,v,v,x,zg
1,42,展,，,农,村,v,x,zg,zg
0,43,，,农,村,电,x,zg,zg,n
1,44,农,村,电,价,zg,zg,n,n
0,45,村,电,价,会,zg,n,n,v
1,46,电,价,会,大,n,n,v,a
1,47,价,会,大,幅,n,v,a,n
0,48,会,大,幅,度,v,a,n,zg
0,49,大,幅,度,下,a,n,zg,f
1,50,幅,度,下,继,n,zg,f,v
0,51,度,下,继,去,zg,f,v,v
1,52,下,继,去,年,f,v,v,m
0,53,继,去,年,开,v,v,m,v
1,54,去,年,开,工,v,m,v,n
0,55,年,开,工,建,m,v,n,v
1,56,开,工,建,设,v,n,v,v
0,57,工,建,设,水,n,v,v,n
1,58,建,设,水,城,v,v,n,n
0,59,设,水,城,至,v,n,n,p
1,60,水,城,至,柏,n,n,p,nr
0,61,城,至,柏,果,n,p,nr,ng
0,62,至,柏,果,铁,p,nr,ng,n
1,63,柏,果,铁,路,nr,ng,n,n
0,64,果,铁,路,后,ng,n,n,f
1,65,铁,路,后,，,n,n,f,x
1,66,路,后,，,贵,n,f,x,a
1,67,后,，,贵,州,f,x,a,n
0,68,，,贵,州,省,x,a,n,n
0,69,贵,州,省,日,a,n,n,m
1,70,州,省,日,前,n,n,m,f
0,71,省,日,前,开,n,m,f,v
1,72,日,前,开,工,m,f,v,n
0,73,前,开,工,建,f,v,n,v
1,74,开,工,建,设,v,n,v,v
0,75,工,建,设,株,n,v,v,q
1,76,建,设,株,洲,v,v,q,ng
0,77,设,株,洲,至,v,q,ng,p
1,78,株,洲,至,六,q,ng,p,m
1,79,洲,至,六,盘,ng,p,m,q
0,80,至,六,盘,水,p,m,q,n
0,81,六,盘,水,复,m,q,n,v
1,82,盘,水,复,线,q,n,v,n
0,83,水,复,线,、,n,v,n,x
1,84,复,线,、,内,v,n,x,n
1,85,线,、,内,昆,n,x,n,ns
0,86,、,内,昆,铁,x,n,ns,n
1,87,内,昆,铁,路,n,ns,n,n
0,88,昆,铁,路,、,ns,n,n,x
1,89,铁,路,、,盘,n,n,x,q
1,90,路,、,盘,西,n,x,q,f
0,91,、,盘,西,支,x,q,f,n
1,92,盘,西,支,线,q,f,n,n
0,93,西,支,线,电,f,n,n,n
1,94,支,线,电,气,n,n,n,n
0,95,线,电,气,化,n,n,n,n
0,96,电,气,化,工,n,n,n,n
1,97,气,化,工,程,n,n,n,n
0,98,化,工,程,以,n,n,n,p
1,99,工,程,以,及,n,n,p,c
0,100,程,以,及,相,n,p,c,v
1,101,以,及,相,关,p,c,v,v
0,102,及,相,关,枢,c,v,v,n
1,103,相,关,枢,纽,v,v,n,ns
0,104,关,枢,纽,配,v,n,ns,v
1,105,枢,纽,配,套,n,ns,v,q
0,106,纽,配,套,工,ns,v,q,n
0,107,配,套,工,程,v,q,n,n
0,108,套,工,程,，,q,n,n,x
1,109,工,程,，,铁,n,n,x,n
1,110,程,，,铁,路,n,x,n,n
0,111,，,铁,路,建,x,n,n,v
1,112,铁,路,建,设,n,n,v,v
0,113,路,建,设,总,n,v,v,b
1,114,建,设,总,里,v,v,b,f
1,115,设,总,里,程,v,b,f,n
0,116,总,里,程,达,b,f,n,v
1,117,里,程,达,八,f,n,v,m
1,118,程,达,八,百,n,v,m,n
0,119,达,八,百,六,v,m,n,m
1,120,八,百,六,十,m,n,m,m
0,121,百,六,十,七,n,m,m,m
0,122,六,十,七,公,m,m,m,n
1,123,十,七,公,里,m,m,n,f
0,124,七,公,里,，,m,n,f,x
1,125,公,里,，,占,n,f,x,v
1,126,里,，,占,西,f,x,v,f
1,127,，,占,西,南,x,v,f,ns
0,128,占,西,南,铁,v,f,ns,n
1,129,西,南,铁,路,f,ns,n,n
0,130,南,铁,路,建,ns,n,n,v
1,131,铁,路,建,设,n,n,v,v
0,132,路,建,设,总,n,v,v,b
1,133,建,设,总,投,v,v,b,vn
1,134,设,总,投,资,v,b,vn,n
0,135,总,投,资,的,b,vn,n,uj
0,136,投,资,的,百,vn,n,uj,n
1,137,资,的,百,分,n,uj,n,v
0,138,的,百,分,之,uj,n,v,u
0,139,百,分,之,四,n,v,u,m
0,140,分,之,四,十,v,u,m,m
0,141,之,四,十,左,u,m,m,m
1,142,四,十,左,右,m,m,m,f
0,143,十,左,右,，,m,m,f,x
1,144,左,右,，,达,m,f,x,v
1,145,右,，,达,三,f,x,v,m
1,146,，,达,三,百,x,v,m,n
0,147,达,三,百,多,v,m,n,m
0,148,三,百,多,亿,m,n,m,m
1,149,百,多,亿,元,n,m,m,m
0,150,多,亿,元,。,m,m,m,x
1,151,亿,元,。,/s,m,m,x,NAN
1,0,/s,/s,上,述,NAN,NAN,f,vg
0,1,/s,上,述,项,NAN,f,vg,n
1,2,上,述,项,目,f,vg,n,t
0,3,述,项,目,分,vg,n,t,v
1,4,项,目,分,成,n,t,v,n
0,5,目,分,成,都,t,v,n,d
1,6,分,成,都,至,v,n,d,p
1,7,成,都,至,广,n,d,p,a
1,8,都,至,广,州,d,p,a,n
0,9,至,广,州,的,p,a,n,uj
0,10,广,州,的,直,a,n,uj,d
1,11,州,的,直,达,n,uj,d,v
0,12,的,直,达,行,uj,d,v,zg
1,13,直,达,行,包,d,v,zg,v
0,14,达,行,包,专,v,zg,v,n
1,15,行,包,专,列,zg,v,n,v
0,16,包,专,列,日,v,n,v,m
1,17,专,列,日,前,n,v,m,f
0,18,列,日,前,正,v,m,f,d
1,19,日,前,正,式,m,f,d,k
0,20,前,正,式,开,f,d,k,v
1,21,正,式,开,行,d,k,v,zg
0,22,式,开,行,。,k,v,zg,x
1,23,开,行,。,/s,v,zg,x,NAN
1,0,/s,/s,这,次,NAN,NAN,r,q
0,1,/s,这,次,开,NAN,r,q,v
1,2,这,次,开,行,r,q,v,zg
0,3,次,开,行,行,q,v,zg,zg
1,4,开,行,行,包,v,zg,zg,v
0,5,行,行,包,专,zg,zg,v,n
1,6,行,包,专,列,zg,v,n,v
0,7,包,专,列,，,v,n,v,x
1,8,专,列,，,成,n,v,x,n
1,9,列,，,成,都,v,x,n,d
0,10,，,成,都,铁,x,n,d,n
1,11,成,都,铁,路,n,d,n,n
0,12,都,铁,路,局,d,n,n,n
0,13,铁,路,局,打,n,n,n,v
1,14,路,局,打,破,n,n,v,v
0,15,局,打,破,所,n,v,v,c
1,16,打,破,所,有,v,v,c,v
0,17,破,所,有,制,v,c,v,n
0,18,所,有,制,限,c,v,n,v
1,19,有,制,限,制,v,n,v,n
0,20,制,限,制,，,n,v,n,x
1,21,限,制,，,面,v,n,x,n
1,22,制,，,面,向,n,x,n,p
0,23,，,面,向,社,x,n,p,n
0,24,面,向,社,会,n,p,n,v
0,25,向,社,会,公,p,n,v,n
1,26,社,会,公,开,n,v,n,v
0,27,会,公,开,招,v,n,v,v
0,28,公,开,招,标,n,v,v,n
0,29,开,招,标,，,v,v,n,x
1,30,招,标,，,六,v,n,x,m
1,31,标,，,六,家,n,x,m,q
0,32,，,六,家,竞,x,m,q,vn
1,33,六,家,竞,标,m,q,vn,n
0,34,家,竞,标,单,q,vn,n,n
1,35,竞,标,单,位,vn,n,n,q
0,36,标,单,位,中,n,n,q,f
1,37,单,位,中,，,n,q,f,x
1,38,位,中,，,国,q,f,x,n
1,39,中,，,国,有,f,x,n,v
0,40,，,国,有,、,x,n,v,x
1,41,国,有,、,私,n,v,x,ag
1,42,有,、,私,营,v,x,ag,n
0,43,、,私,营,各,x,ag,n,r
1,44,私,营,各,一,ag,n,r,m
1,45,营,各,一,家,n,r,m,q
0,46,各,一,家,中,r,m,q,f
1,47,一,家,中,标,m,q,f,n
0,48,家,中,标,。,q,f,n,x
1,49,中,标,。,/s,f,n,x,NAN
1,0,/s,/s,行,包,NAN,NAN,zg,v
0,1,/s,行,包,快,NAN,zg,v,a
1,2,行,包,快,运,zg,v,a,n
0,3,包,快,运,专,v,a,n,n
1,4,快,运,专,列,a,n,n,v
0,5,运,专,列,实,n,n,v,n
1,6,专,列,实,行,n,v,n,zg
0,7,列,实,行,一,v,n,zg,m
1,8,实,行,一,次,n,zg,m,q
0,9,行,一,次,办,zg,m,q,v
1,10,一,次,办,理,m,q,v,n
0,11,次,办,理,，,q,v,n,x
1,12,办,理,，,一,v,n,x,m
1,13,理,，,一,次,n,x,m,q
0,14,，,一,次,付,x,m,q,v
1,15,一,次,付,款,m,q,v,m
0,16,次,付,款,，,q,v,m,x
1,17,付,款,，,一,v,m,x,m
1,18,款,，,一,票,m,x,m,n
0,19,，,一,票,到,x,m,n,v
1,20,一,票,到,站,m,n,v,v
1,21,票,到,站,，,n,v,v,x
1,22,到,站,，,门,v,v,x,n
1,23,站,，,门,到,v,x,n,v
0,24,，,门,到,门,x,n,v,n
1,25,门,到,门,一,n,v,n,m
1,26,到,门,一,条,v,n,m,n
0,27,门,一,条,龙,n,m,n,n
0,28,一,条,龙,的,m,n,n,uj
0,29,条,龙,的,服,n,n,uj,v
1,30,龙,的,服,务,n,uj,v,d
0,31,的,服,务,方,uj,v,d,n
1,32,服,务,方,式,v,d,n,k
0,33,务,方,式,，,d,n,k,x
1,34,方,式,，,运,n,k,x,n
1,35,式,，,运,行,k,x,n,zg
0,36,，,运,行,时,x,n,zg,n
1,37,运,行,时,间,n,zg,n,f
0,38,行,时,间,由,zg,n,f,p
1,39,时,间,由,过,n,f,p,ug
1,40,间,由,过,去,f,p,ug,v
0,41,由,过,去,的,p,ug,v,uj
0,42,过,去,的,五,ug,v,uj,m
1,43,去,的,五,天,v,uj,m,q
0,44,的,五,天,缩,uj,m,q,v
1,45,五,天,缩,短,m,q,v,a
0,46,天,缩,短,到,q,v,a,v
1,47,缩,短,到,三,v,a,v,m
1,48,短,到,三,天,a,v,m,q
0,49,到,三,天,，,v,m,q,x
1,50,三,天,，,费,m,q,x,v
1,51,天,，,费,用,q,x,v,p
0,52,，,费,用,大,x,v,p,a
1,53,费,用,大,大,v,p,a,a
0,54,用,大,大,降,p,a,a,v
0,55,大,大,降,低,a,a,v,a
0,56,大,降,低,，,a,v,a,x
1,57,降,低,，,将,v,a,x,d
1,58,低,，,将,为,a,x,d,p
1,59,，,将,为,旅,x,d,p,n
1,60,将,为,旅,客,d,p,n,n
0,61,为,旅,客,货,p,n,n,n
1,62,旅,客,货,主,n,n,n,b
0,63,客,货,主,节,n,n,b,t
1,64,货,主,节,约,n,b,t,d
0,65,主,节,约,大,b,t,d,a
1,66,节,约,大,量,t,d,a,n
0,67,约,大,量,的,d,a,n,uj
0,68,大,量,的,人,a,n,uj,n
1,69,量,的,人,力,n,uj,n,n
0,70,的,人,力,。,uj,n,n,x
1,71,人,力,。,/s,n,n,x,NAN
1,0,/s,/s,辽,宁,NAN,NAN,ns,j
0,1,/s,辽,宁,省,NAN,ns,j,n
0,2,辽,宁,省,大,ns,j,n,a
1,3,宁,省,大,连,j,n,a,nr
0,4,省,大,连,市,n,a,nr,n
0,5,大,连,市,与,a,nr,n,p
1,6,连,市,与,微,nr,n,p,n
1,7,市,与,微,软,n,p,n,a
0,8,与,微,软,（,p,n,a,x
1,9,微,软,（,中,n,a,x,f
1,10,软,（,中,国,a,x,f,n
0,11,（,中,国,）,x,f,n,x
1,12,中,国,）,有,f,n,x,v
1,13,国,）,有,限,n,x,v,v
0,14,）,有,限,公,x,v,v,n
0,15,有,限,公,司,v,v,n,nr
0,16,限,公,司,日,v,n,nr,m
1,17,公,司,日,前,n,nr,m,f
0,18,司,日,前,签,nr,m,f,v
1,19,日,前,签,署,m,f,v,ng
0,20,前,签,署,合,f,v,ng,v
1,21,签,署,合,作,v,ng,v,v
0,22,署,合,作,备,ng,v,v,v
1,23,合,作,备,忘,v,v,v,v
0,24,作,备,忘,录,v,v,v,zg
0,25,备,忘,录,。,v,v,zg,x
1,26,忘,录,。,/s,v,zg,x,NAN
1,0,/s,/s,合,作,NAN,NAN,v,v
0,1,/s,合,作,项,NAN,v,v,n
0,2,合,作,项,目,v,v,n,t
0,3,作,项,目,包,v,n,t,v
1,4,项,目,包,括,n,t,v,v
0,5,目,包,括,大,t,v,v,a
1,6,包,括,大,连,v,v,a,nr
0,7,括,大,连,市,v,a,nr,n
0,8,大,连,市,政,a,nr,n,n
1,9,连,市,政,府,nr,n,n,nr
0,10,市,政,府,办,n,n,nr,v
1,11,政,府,办,公,n,nr,v,n
0,12,府,办,公,自,nr,v,n,p
0,13,办,公,自,动,v,n,p,v
0,14,公,自,动,化,n,p,v,n
